Module,Filename,Function,Covered PCs,Total PCs
,arch/x86/events/core.c,perf_instruction_pointer,0,8
,arch/x86/events/core.c,perf_misc_flags,0,7
,arch/x86/events/core.c,set_attr_rdpmc,0,15
,arch/x86/events/core.c,x86_add_exclusive,12,13
,arch/x86/events/core.c,x86_del_exclusive,3,3
,arch/x86/events/core.c,x86_event_sysfs_show,0,13
,arch/x86/events/core.c,x86_get_pmu,0,4
,arch/x86/events/core.c,x86_perf_event_set_period,13,28
,arch/x86/events/core.c,x86_perf_event_update,8,11
,arch/x86/events/core.c,x86_perf_rdpmc_index,0,1
,arch/x86/events/core.c,x86_pmu_add,5,7
,arch/x86/events/core.c,x86_pmu_aux_output_match,0,5
,arch/x86/events/core.c,x86_pmu_dead_cpu,0,3
,arch/x86/events/core.c,x86_pmu_cancel_txn,3,4
,arch/x86/events/core.c,events_sysfs_show,0,6
,arch/x86/events/intel/bts.c,__bts_event_start,0,18
,arch/x86/events/intel/bts.c,intel_bts_interrupt,0,12
,arch/x86/events/intel/bts.c,intel_bts_enable_local,0,5
,arch/x86/events/intel/bts.c,intel_bts_disable_local,0,3
,arch/x86/events/intel/bts.c,bts_update,0,7
,arch/x86/events/intel/bts.c,bts_event_stop,0,11
,arch/x86/events/intel/bts.c,bts_event_start,0,6
,arch/x86/events/intel/bts.c,bts_event_init,0,13
,arch/x86/events/intel/bts.c,bts_event_destroy,0,1
,arch/x86/events/intel/bts.c,bts_event_del,0,1
,arch/x86/events/intel/bts.c,bts_event_add,0,5
,arch/x86/events/intel/bts.c,bts_buffer_setup_aux,0,25
,arch/x86/events/intel/bts.c,bts_buffer_reset.part.0,0,22
,arch/x86/events/intel/bts.c,bts_buffer_free_aux,0,1
,arch/x86/events/intel/core.c,x86_get_event_constraints,11,16
,arch/x86/events/intel/core.c,core_pmu_enable_all,0,19
,arch/x86/events/intel/core.c,core_pmu_enable_event,0,2
,arch/x86/events/intel/core.c,core_pmu_hw_config,0,3
,arch/x86/events/intel/core.c,default_is_visible,0,5
,arch/x86/events/intel/core.c,edge_show,0,1
,arch/x86/events/intel/core.c,event_show,0,1
,arch/x86/events/intel/core.c,exra_is_visible,0,3
,arch/x86/events/intel/core.c,flip_smm_bit,0,3
,arch/x86/events/intel/core.c,freeze_on_smi_show,0,1
,arch/x86/events/intel/core.c,freeze_on_smi_store,0,6
,arch/x86/events/intel/core.c,frontend_show,0,1
,arch/x86/events/intel/core.c,glp_get_event_constraints,3,3
,arch/x86/events/intel/core.c,hsw_get_event_constraints,0,3
,arch/x86/events/intel/core.c,hsw_hw_config,0,11
,arch/x86/events/intel/core.c,hybrid_events_is_visible,0,3
,arch/x86/events/intel/core.c,hybrid_format_is_visible,0,7
,arch/x86/events/intel/core.c,hybrid_tsx_is_visible,0,8
,arch/x86/events/intel/core.c,icl_get_event_constraints,0,5
,arch/x86/events/intel/core.c,icl_set_topdown_event_period,0,17
,arch/x86/events/intel/core.c,icl_update_topdown_event,0,1
,arch/x86/events/intel/core.c,in_tx_cp_show,0,1
,arch/x86/events/intel/core.c,in_tx_show,0,1
,arch/x86/events/intel/core.c,intel_check_pebs_isolation,0,1
,arch/x86/events/intel/core.c,intel_commit_scheduling,0,8
,arch/x86/events/intel/core.c,intel_cpuc_prepare,7,15
,arch/x86/events/intel/core.c,intel_event_sysfs_show,0,1
,arch/x86/events/intel/core.c,intel_get_event_constraints,14,45
,arch/x86/events/intel/core.c,intel_guest_get_msrs,0,11
,arch/x86/events/intel/core.c,intel_hybrid_get_attr_cpus,0,1
,arch/x86/events/intel/core.c,intel_pebs_aliases_core2,0,2
,arch/x86/events/intel/core.c,intel_pebs_aliases_ivb,0,5
,arch/x86/events/intel/core.c,intel_pebs_aliases_skl,0,5
,arch/x86/events/intel/core.c,x86_pmu_disable_event,0,10
,arch/x86/events/intel/core.c,intel_pebs_aliases_snb,0,2
,arch/x86/events/intel/core.c,intel_pmu_add_event,3,4
,arch/x86/events/intel/core.c,intel_pmu_aux_output_match,0,3
,arch/x86/events/intel/core.c,intel_pmu_bts_config,4,9
,arch/x86/events/intel/core.c,intel_pmu_check_event_constraints.part.0,0,11
,arch/x86/events/intel/core.c,intel_pmu_check_extra_regs.part.0,0,5
,arch/x86/events/intel/core.c,intel_pmu_check_num_counters,0,5
,arch/x86/events/intel/core.c,intel_pmu_check_period,3,4
,arch/x86/events/intel/core.c,intel_pmu_cpu_dead,0,4
,arch/x86/events/intel/core.c,intel_pmu_cpu_dying,0,1
,arch/x86/events/intel/core.c,intel_pmu_cpu_prepare,0,1
,arch/x86/events/intel/core.c,intel_pmu_cpu_starting,0,51
,arch/x86/events/intel/core.c,intel_pmu_cpu_starting.cold,0,3
,arch/x86/events/intel/core.c,intel_pmu_del_event,3,4
,arch/x86/events/intel/core.c,intel_pmu_disable_all,4,6
,arch/x86/events/intel/core.c,intel_pmu_disable_event,12,25
,arch/x86/events/intel/core.c,intel_pmu_enable_all,1,1
,arch/x86/events/intel/core.c,intel_pmu_enable_event,26,55
,arch/x86/events/intel/core.c,intel_pmu_enable_event.cold,0,1
,arch/x86/events/intel/core.c,intel_pmu_event_map,1,1
,arch/x86/events/intel/core.c,intel_pmu_filter_match,0,1
,arch/x86/events/intel/core.c,intel_pmu_handle_irq,0,82
,arch/x86/events/intel/core.c,intel_pmu_hw_config,5,5
,arch/x86/events/intel/core.c,intel_pmu_hw_config.part.0,19,69
,arch/x86/events/intel/core.c,intel_pmu_nhm_enable_all,0,38
,arch/x86/events/intel/core.c,intel_pmu_read_event,3,8
,arch/x86/events/intel/core.c,intel_pmu_save_and_restart,0,6
,arch/x86/events/intel/core.c,intel_pmu_sched_task,0,1
,arch/x86/events/intel/core.c,intel_pmu_swap_task_ctx,0,1
,arch/x86/events/intel/core.c,intel_put_event_constraints,6,19
,arch/x86/events/intel/core.c,intel_snb_check_microcode,0,1
,arch/x86/events/intel/core.c,intel_snb_check_microcode.cold,0,3
,arch/x86/events/intel/core.c,intel_start_scheduling,0,5
,arch/x86/events/intel/core.c,intel_stop_scheduling,0,5
,arch/x86/events/intel/core.c,intel_tfa_commit_scheduling,0,5
,arch/x86/events/intel/core.c,intel_tfa_pmu_enable_all,0,6
,arch/x86/events/intel/core.c,intel_update_topdown_event,0,26
,arch/x86/events/intel/core.c,inv_show,0,1
,arch/x86/events/intel/core.c,lbr_is_visible,0,3
,arch/x86/events/intel/core.c,ldlat_show,0,1
,arch/x86/events/intel/core.c,native_read_msr,0,5
,arch/x86/events/intel/core.c,native_read_msr_safe,0,4
,arch/x86/events/intel/core.c,native_write_msr,0,3
,arch/x86/events/intel/core.c,nhm_limit_period,0,1
,arch/x86/events/intel/core.c,offcore_rsp_show,0,1
,arch/x86/events/intel/core.c,pc_show,0,1
,arch/x86/events/intel/core.c,pebs_is_visible,0,3
,arch/x86/events/intel/core.c,pmu_name_show,0,1
,arch/x86/events/intel/core.c,set_sysctl_tfa,0,4
,arch/x86/events/intel/core.c,show_sysctl_tfa,0,1
,arch/x86/events/intel/core.c,spr_get_event_constraints,0,10
,arch/x86/events/intel/core.c,spr_limit_period,0,4
,arch/x86/events/intel/core.c,tfa_get_event_constraints,0,10
,arch/x86/events/intel/core.c,tnt_get_event_constraints,0,5
,arch/x86/events/intel/core.c,tsx_is_visible,0,3
,arch/x86/events/intel/core.c,umask_show,0,1
,arch/x86/events/intel/core.c,update_saved_topdown_regs,0,5
,arch/x86/events/intel/core.c,core_guest_get_msrs,0,12
,arch/x86/events/intel/core.c,cmask_show,0,1
,arch/x86/events/intel/core.c,check_msr,0,16
,arch/x86/events/intel/core.c,branches_show,0,1
,arch/x86/events/intel/core.c,bdw_limit_period,0,3
,arch/x86/events/intel/core.c,update_tfa_sched,0,2
,arch/x86/events/intel/core.c,__intel_shared_reg_get_constraints,17,32
,arch/x86/events/intel/core.c,any_show,0,1
,arch/x86/events/intel/core.c,adl_update_topdown_event,0,4
,arch/x86/events/intel/core.c,adl_set_topdown_event_period,0,4
,arch/x86/events/intel/core.c,adl_hw_config,0,11
,arch/x86/events/intel/core.c,adl_get_hybrid_cpu_type,0,1
,arch/x86/events/intel/core.c,adl_get_event_constraints,0,9
,arch/x86/events/intel/core.c,__intel_pmu_enable_all.constprop.0,5,12
,arch/x86/events/intel/core.c,__icl_update_topdown_event,0,5
,arch/x86/events/intel/core.c,intel_cpuc_finish,6,11
,arch/x86/events/intel/core.c,handle_pmi_common,0,36
,arch/x86/events/intel/cstate.c,cstate_cleanup,0,4
,arch/x86/events/intel/cstate.c,cstate_get_attr_cpumask,0,6
,arch/x86/events/intel/cstate.c,__cstate_core_event_show,0,1
,arch/x86/events/intel/cstate.c,__cstate_pkg_event_show,0,1
,arch/x86/events/intel/cstate.c,cstate_cpu_exit,0,9
,arch/x86/events/intel/cstate.c,cstate_cpu_init,0,8
,arch/x86/events/intel/cstate.c,cstate_pmu_event_add,0,7
,arch/x86/events/intel/cstate.c,cstate_pmu_event_del,0,1
,arch/x86/events/intel/cstate.c,cstate_pmu_event_init,0,14
,arch/x86/events/intel/cstate.c,cstate_pmu_event_stop,0,1
,arch/x86/events/intel/cstate.c,cstate_pmu_event_update,0,6
,arch/x86/events/intel/cstate.c,test_msr,0,1
,arch/x86/events/intel/cstate.c,cstate_pmu_event_start,0,4
,arch/x86/events/intel/ds.c,intel_pmu_drain_bts_buffer,0,19
,arch/x86/events/intel/ds.c,intel_pmu_pebs_disable,0,16
,arch/x86/events/intel/ds.c,intel_pmu_pebs_del,0,8
,arch/x86/events/intel/ds.c,intel_pmu_enable_bts,0,13
,arch/x86/events/intel/ds.c,intel_pmu_drain_pebs_nhm,0,75
,arch/x86/events/intel/ds.c,intel_pmu_drain_pebs_icl,0,70
,arch/x86/events/intel/ds.c,intel_pmu_drain_pebs_core,0,49
,arch/x86/events/intel/ds.c,intel_pmu_drain_pebs_buffer,0,1
,arch/x86/events/intel/ds.c,intel_pmu_pebs_disable_all,1,4
,arch/x86/events/intel/ds.c,intel_pmu_pebs_enable,0,24
,arch/x86/events/intel/ds.c,intel_pmu_disable_bts,0,7
,arch/x86/events/intel/ds.c,intel_pebs_constraints,4,14
,arch/x86/events/intel/ds.c,init_debug_store_on_cpu,0,2
,arch/x86/events/intel/ds.c,get_data_src.isra.0,0,39
,arch/x86/events/intel/ds.c,fini_debug_store_on_cpu,0,2
,arch/x86/events/intel/ds.c,perf_restore_debug_store,0,4
,arch/x86/events/intel/ds.c,release_bts_buffer,0,6
,arch/x86/events/intel/ds.c,intel_pmu_save_and_restart_reload.isra.0,0,8
,arch/x86/events/intel/ds.c,intel_pmu_pebs_enable_all,1,4
,arch/x86/events/intel/ds.c,intel_pmu_pebs_event_update_no_drain,0,4
,arch/x86/events/intel/ds.c,intel_pmu_pebs_add,0,8
,arch/x86/events/intel/ds.c,dsfree_pages,0,2
,arch/x86/events/intel/ds.c,intel_pmu_pebs_fixup_ip,0,21
,arch/x86/events/intel/ds.c,setup_pebs_fixed_sample_data,0,40
,arch/x86/events/intel/ds.c,setup_pebs_adaptive_sample_data,0,45
,arch/x86/events/intel/ds.c,reserve_ds_buffers,1,44
,arch/x86/events/intel/ds.c,release_pebs_buffer,0,4
,arch/x86/events/intel/ds.c,release_ds_buffers,1,9
,arch/x86/events/intel/ds.c,intel_pmu_pebs_sched_task,0,5
,arch/x86/events/intel/ds.c,pebs_update_state,0,60
,arch/x86/events/intel/ds.c,dsalloc_pages,0,3
,arch/x86/events/intel/ds.c,ds_update_cea,0,6
,arch/x86/events/intel/ds.c,intel_pmu_auto_reload_read,0,3
,arch/x86/events/intel/knc.c,knc_pmu_event_map,0,1
,arch/x86/events/intel/knc.c,cmask_show,0,1
,arch/x86/events/intel/knc.c,edge_show,0,1
,arch/x86/events/intel/knc.c,event_show,0,1
,arch/x86/events/intel/knc.c,inv_show,0,1
,arch/x86/events/intel/knc.c,knc_pmu_disable_event,0,3
,arch/x86/events/intel/knc.c,knc_pmu_enable_all,0,6
,arch/x86/events/intel/knc.c,knc_pmu_enable_event,0,3
,arch/x86/events/intel/knc.c,umask_show,0,1
,arch/x86/events/intel/knc.c,knc_pmu_handle_irq,0,27
,arch/x86/events/intel/knc.c,knc_pmu_disable_all,0,6
,arch/x86/events/intel/lbr.c,intel_pmu_lbr_filter,0,32
,arch/x86/events/intel/lbr.c,intel_pmu_store_lbr,0,38
,arch/x86/events/intel/lbr.c,intel_pmu_store_pebs_lbrs,0,7
,arch/x86/events/intel/lbr.c,lbr_from_signext_quirk_wr,0,5
,arch/x86/events/intel/lbr.c,release_lbr_buffers,1,6
,arch/x86/events/intel/lbr.c,intel_pmu_setup_lbr_filter,38,42
,arch/x86/events/intel/lbr.c,x86_perf_get_lbr,0,3
,arch/x86/events/intel/lbr.c,intel_pmu_arch_lbr_xsaves,0,1
,arch/x86/events/intel/lbr.c,intel_pmu_arch_lbr_read_xsave,0,3
,arch/x86/events/intel/lbr.c,intel_pmu_arch_lbr_reset,0,3
,arch/x86/events/intel/lbr.c,intel_pmu_lbr_swap_task_ctx,0,19
,arch/x86/events/intel/lbr.c,intel_pmu_lbr_sched_task,0,65
,arch/x86/events/intel/lbr.c,intel_pmu_lbr_restore,0,37
,arch/x86/events/intel/lbr.c,intel_pmu_arch_lbr_read,0,1
,arch/x86/events/intel/lbr.c,intel_pmu_lbr_reset_64,7,12
,arch/x86/events/intel/lbr.c,reserve_lbr_buffers,1,6
,arch/x86/events/intel/lbr.c,intel_pmu_lbr_reset_32,0,5
,arch/x86/events/intel/lbr.c,intel_pmu_lbr_reset,0,2
,arch/x86/events/intel/lbr.c,intel_pmu_lbr_read_64,0,41
,arch/x86/events/intel/lbr.c,intel_pmu_lbr_read_32,0,10
,arch/x86/events/intel/lbr.c,intel_pmu_lbr_read,0,4
,arch/x86/events/intel/lbr.c,intel_pmu_lbr_init_knl,0,2
,arch/x86/events/intel/lbr.c,intel_pmu_arch_lbr_restore,0,19
,arch/x86/events/intel/lbr.c,intel_pmu_arch_lbr_save,0,17
,arch/x86/events/intel/lbr.c,intel_pmu_arch_lbr_xrstors,0,1
,arch/x86/events/intel/lbr.c,branch_type,0,40
,arch/x86/events/intel/lbr.c,intel_pmu_lbr_add,8,17
,arch/x86/events/intel/lbr.c,intel_pmu_lbr_del,7,18
,arch/x86/events/intel/lbr.c,intel_pmu_lbr_disable_all,7,12
,arch/x86/events/intel/lbr.c,intel_pmu_lbr_enable_all,21,33
,arch/x86/events/intel/lbr.c,intel_pmu_lbr_init_hsw,0,4
,arch/x86/events/intel/lbr.c,intel_pmu_lbr_save,0,26
,arch/x86/events/intel/p4.c,p4_pmu_enable_all,0,5
,arch/x86/events/intel/p4.c,p4_pmu_event_map,0,3
,arch/x86/events/intel/p4.c,p4_pmu_handle_irq,0,27
,arch/x86/events/intel/p4.c,cccr_show,0,1
,arch/x86/events/intel/p4.c,p4_pmu_enable_event,0,1
,arch/x86/events/intel/p4.c,p4_pmu_disable_event,0,3
,arch/x86/events/intel/p4.c,p4_pmu_disable_all,0,7
,arch/x86/events/intel/p4.c,p4_hw_config,0,40
,arch/x86/events/intel/p4.c,__p4_pmu_enable_event,0,17
,arch/x86/events/intel/p4.c,ht_show,0,1
,arch/x86/events/intel/p4.c,escr_show,0,1
,arch/x86/events/intel/p4.c,p4_pmu_schedule_events,0,61
,arch/x86/events/intel/p6.c,p6_pmu_disable_all,0,6
,arch/x86/events/intel/p6.c,cmask_show,0,1
,arch/x86/events/intel/p6.c,edge_show,0,1
,arch/x86/events/intel/p6.c,event_show,0,1
,arch/x86/events/intel/p6.c,pc_show,0,1
,arch/x86/events/intel/p6.c,p6_pmu_event_map,0,1
,arch/x86/events/intel/p6.c,inv_show,0,1
,arch/x86/events/intel/p6.c,p6_pmu_enable_all,0,6
,arch/x86/events/intel/p6.c,p6_pmu_disable_event,0,3
,arch/x86/events/intel/p6.c,umask_show,0,1
,arch/x86/events/intel/p6.c,p6_pmu_enable_event,0,3
,arch/x86/events/intel/pt.c,pt_event_start,0,39
,arch/x86/events/intel/pt.c,intel_pt_validate_hw_cap,0,1
,arch/x86/events/intel/pt.c,intel_pt_validate_cap,0,1
,arch/x86/events/intel/pt.c,intel_pt_interrupt,0,20
,arch/x86/events/intel/pt.c,intel_pt_handle_vmx,0,8
,arch/x86/events/intel/pt.c,fup_on_ptw_show,0,1
,arch/x86/events/intel/pt.c,cyc_thresh_show,0,1
,arch/x86/events/intel/pt.c,cyc_show,0,1
,arch/x86/events/intel/pt.c,cpu_emergency_stop_pt,0,2
,arch/x86/events/intel/pt.c,branch_show,0,1
,arch/x86/events/intel/pt.c,mtc_period_show,0,1
,arch/x86/events/intel/pt.c,is_intel_pt_event,0,1
,arch/x86/events/intel/pt.c,pt_event_destroy,0,1
,arch/x86/events/intel/pt.c,tsc_show,0,1
,arch/x86/events/intel/pt.c,noretcomp_show,0,1
,arch/x86/events/intel/pt.c,topa_insert_table,0,9
,arch/x86/events/intel/pt.c,topa_alloc.constprop.0,0,7
,arch/x86/events/intel/pt.c,pwr_evt_show,0,1
,arch/x86/events/intel/pt.c,ptw_show,0,1
,arch/x86/events/intel/pt.c,pt_update_head,0,9
,arch/x86/events/intel/pt.c,pt_topa_entry_for_page,0,20
,arch/x86/events/intel/pt.c,pt_topa_dump,0,10
,arch/x86/events/intel/pt.c,pt_timing_attr_show,0,5
,arch/x86/events/intel/pt.c,pt_show,0,1
,arch/x86/events/intel/pt.c,pt_read_offset,0,10
,arch/x86/events/intel/pt.c,pt_handle_status.cold,0,1
,arch/x86/events/intel/pt.c,pt_handle_status,0,32
